ID,Name,Age,Region,Event,Year
548,Yekaterina Konstantinovna Abramova,23.0,俄罗斯,速滑女子团体追逐（6圈）,2006
548,Yekaterina Konstantinovna Abramova,27.0,俄罗斯,速滑女子1500米,2010
549,Alen Abramovi,29.0,克罗地亚,越野滑雪男子短距离,2006
549,Alen Abramovi,29.0,克罗地亚,越野滑雪男子15公里,2006
550,Dmitry Vladimirovich Abramovich,27.0,俄罗斯,雪车男子二人座,2010
550,Dmitry Vladimirovich Abramovich,27.0,俄罗斯,雪车男子四人座,2010
559,Tsvetelina Abrasheva,16.0,保加利亚,花样滑冰女子个人,1994
561,Thomas Abratis,26.0,德国,北欧两项男子团体,1994
561,Thomas Abratis,26.0,德国,北欧两项男子个人,1994
562,Pawe Abratkiewicz,21.0,波兰,速滑男子500米,1992
562,Pawe Abratkiewicz,21.0,波兰,速滑男子1000米,1992
562,Pawe Abratkiewicz,27.0,波兰,速滑男子500米,1998
562,Pawe Abratkiewicz,27.0,波兰,速滑男子1000米,1998
562,Pawe Abratkiewicz,31.0,波兰,速滑男子500米,2002
562,Pawe Abratkiewicz,31.0,波兰,速滑男子1000米,2002
586,Tobias Abstreiter,31.0,德国,冰球男子冰球,2002
588,"Aleksandr Viktorovich ""Sasha"" Abt",25.0,俄罗斯,花样滑冰男单,2002
633,Martina Accola,24.0,瑞士,高山滑雪女子回转,1994
633,Martina Accola,28.0,瑞士,高山滑雪女子回转,1998
634,Paul Accola,20.0,瑞士,高山滑雪男子回转,1988
634,Paul Accola,20.0,瑞士,高山滑雪男子全能,1988
634,Paul Accola,24.0,瑞士,高山滑雪男子滑降,1992
634,Paul Accola,24.0,瑞士,高山滑雪男子超级大回转,1992
634,Paul Accola,24.0,瑞士,高山滑雪男子大回转,1992
634,Paul Accola,24.0,瑞士,高山滑雪男子回转,1992
634,Paul Accola,24.0,瑞士,高山滑雪男子全能,1992
634,Paul Accola,26.0,瑞士,高山滑雪男子超级大回转,1994
634,Paul Accola,26.0,瑞士,高山滑雪男子大回转,1994
634,Paul Accola,26.0,瑞士,高山滑雪男子回转,1994
634,Paul Accola,26.0,瑞士,高山滑雪男子全能,1994
634,Paul Accola,30.0,瑞士,高山滑雪男子超级大回转,1998
634,Paul Accola,30.0,瑞士,高山滑雪男子大回转,1998
634,Paul Accola,30.0,瑞士,高山滑雪男子回转,1998
634,Paul Accola,30.0,瑞士,高山滑雪男子全能,1998
634,Paul Accola,34.0,瑞士,高山滑雪男子超级大回转,2002
634,Paul Accola,34.0,瑞士,高山滑雪男子全能,2002
665,Gilbert Achard-Picard,29.0,法国,雪车男子四人座,1948
671,Ghassan Achi,16.0,黎巴嫩,高山滑雪男子大回转,2010
671,Ghassan Achi,16.0,黎巴嫩,高山滑雪男子回转,2010
679,Ioan Valeriu Achiriloaie,23.0,罗马尼亚,高山滑雪男子滑降,2014
679,Ioan Valeriu Achiriloaie,23.0,罗马尼亚,高山滑雪男子全能,2014
680,Rita Nikolayevna Achkina,25.0,俄罗斯,越野滑雪女子5公里,1964
680,Rita Nikolayevna Achkina,30.0,俄罗斯,越野滑雪女子5公里,1968
680,Rita Nikolayevna Achkina,30.0,俄罗斯,越野滑雪女子3×5公里接力,1968
702,Ronny Ackermann,20.0,德国,北欧两项男子团体,1998
702,Ronny Ackermann,20.0,德国,北欧两项男子个人,1998
702,Ronny Ackermann,24.0,德国,北欧两项男子团体,2002
702,Ronny Ackermann,24.0,德国,北欧两项男子个人,2002
702,Ronny Ackermann,24.0,德国,北欧两项男子短距离,2002
702,Ronny Ackermann,28.0,德国,北欧两项男子团体,2006
702,Ronny Ackermann,28.0,德国,北欧两项男子个人,2006
702,Ronny Ackermann,28.0,德国,北欧两项男子短距离,2006
705,Donat Acklin,22.0,瑞士,雪车男子二人座,1988
705,Donat Acklin,26.0,瑞士,雪车男子二人座,1992
705,Donat Acklin,26.0,瑞士,雪车男子四人座,1992
705,Donat Acklin,28.0,瑞士,雪车男子二人座,1994
705,Donat Acklin,28.0,瑞士,雪车男子四人座,1994
706,Guido Acklin,24.0,瑞士,雪车男子二人座,1994
706,Guido Acklin,28.0,瑞士,雪车男子二人座,1998
706,Guido Acklin,32.0,瑞士,雪车男子四人座,2002
735,"Benjamin Maxwell ""Ben"" Acton",32.0,澳大利亚,冰球男子冰球,1960
736,Brigitte Acton (-Smith),20.0,加拿大,高山滑雪女子大回转,2006
736,Brigitte Acton (-Smith),20.0,加拿大,高山滑雪女子回转,2006
736,Brigitte Acton (-Smith),20.0,加拿大,高山滑雪女全能,2006
736,Brigitte Acton (-Smith),24.0,加拿大,高山滑雪女子回转,2010
746,Goro Adachi,19.0,日本,跳台滑雪男子个人标准台,1932
746,Goro Adachi,23.0,日本,跳台滑雪男子个人标准台,1936
753,Yurie Adachi,28.0,日本,冰球女子冰球,2014
770,Marcus Adam,33.0,英国,雪车男子二人座,2002
772,"Michael B. ""Mike"" Adam",24.0,加拿大,冰壶男子冰壶,2006
792,Jina Adamikov-Pelcov,22.0,捷克共和国,冬季两项女子7.5公里短距离,1992
792,Jina Adamikov-Pelcov,22.0,捷克共和国,冬季两项女子15公里,1992
792,Jina Adamikov-Pelcov,22.0,捷克共和国,冬季两项女子3×7.5公里接力,1992
792,Jina Adamikov-Pelcov,24.0,捷克共和国,冬季两项女子7.5公里短距离,1994
792,Jina Adamikov-Pelcov,24.0,捷克共和国,冬季两项女子15公里,1994
792,Jina Adamikov-Pelcov,24.0,捷克共和国,冬季两项女子4×7.5公里接力,1994
792,Jina Adamikov-Pelcov,28.0,捷克共和国,冬季两项女子7.5公里短距离,1998
792,Jina Adamikov-Pelcov,28.0,捷克共和国,冬季两项女子15公里,1998
792,Jina Adamikov-Pelcov,28.0,捷克共和国,冬季两项女子4×7.5公里接力,1998
794,Janusz Andrzej Adamiec,21.0,波兰,冰球男子冰球,1984
794,Janusz Andrzej Adamiec,25.0,波兰,冰球男子冰球,1988
794,Janusz Andrzej Adamiec,29.0,波兰,冰球男子冰球,1992
802,Tadeusz Ralf Adamowski,26.0,波兰,冰球男子冰球,1928
810,Bridget Shirley Adams (-Bengough),19.0,英国,花样滑冰女子个人,1948
840,"Victoria ""Vicki"" Adams",24.0,英国,冰壶女子冰壶,2014
892,Peter Adeberg,19.0,德国,速滑男子500米,1988
892,Peter Adeberg,19.0,德国,速滑男子1000米,1988
892,Peter Adeberg,19.0,德国,速滑男子1500米,1988
892,Peter Adeberg,23.0,德国,速滑男子500米,1992
892,Peter Adeberg,23.0,德国,速滑男子1000米,1992
892,Peter Adeberg,23.0,德国,速滑男子1500米,1992
892,Peter Adeberg,25.0,德国,速滑男子500米,1994
892,Peter Adeberg,25.0,德国,速滑男子1000米,1994
892,Peter Adeberg,25.0,德国,速滑男子1500米,1994
892,Peter Adeberg,29.0,德国,速滑男子500米,1998
892,Peter Adeberg,29.0,德国,速滑男子1000米,1998
892,Peter Adeberg,29.0,德国,速滑男子1500米,1998
893,Ulrike Adeberg (-Spielmann),23.0,德国,速滑女子1500米,1994
904,Gun Margareta del (-Nilsson),25.0,瑞典,越野滑雪女子5公里,1964
904,Gun Margareta del (-Nilsson),25.0,瑞典,越野滑雪女子10公里,1964
911,Antoine Adelisse,17.0,法国,自由式滑雪男子坡面障碍技巧,2014
938,Cary Glen Adgate,22.0,美国,高山滑雪男子大回转,1976
938,Cary Glen Adgate,22.0,美国,高山滑雪男子回转,1976
938,Cary Glen Adgate,26.0,美国,高山滑雪男子大回转,1980
956,"Richard ""Richy""  Adjei",27.0,德国,雪车男子二人座,2010
956,"Richard ""Richy""  Adjei",27.0,德国,雪车男子四人座,2010
992,Josef Adolf,25.0,捷克共和国,北欧两项男子个人,1924
993,Ruth Adolf,20.0,瑞士,高山滑雪女子降滑,1964
993,Ruth Adolf,20.0,瑞士,高山滑雪女子大回转,1964
995,Jan Erik Adolfsen,21.0,挪威,冰球男子冰球,1952
998,ke Ronnie Adolfsson,23.0,瑞典,冬季两项男子10公里短距离,1980
998,ke Ronnie Adolfsson,23.0,瑞典,冬季两项男子20公里,1980
998,ke Ronnie Adolfsson,23.0,瑞典,冬季两项男子4×7.5公里接力赛,1980
998,ke Ronnie Adolfsson,27.0,瑞典,冬季两项男子10公里短距离,1984
998,ke Ronnie Adolfsson,27.0,瑞典,冬季两项男子20公里,1984
998,ke Ronnie Adolfsson,27.0,瑞典,冬季两项男子4×7.5公里接力赛,1984
999,Sune Roland Adolfsson,25.0,瑞典,冬季两项男子20公里,1976
999,Sune Roland Adolfsson,25.0,瑞典,冬季两项男子4×7.5公里接力赛,1976
1026,Carlos Adsera Puig,21.0,西班牙,高山滑雪男子回转,1968
1034,Viktoriya Adyeva,20.0,哈萨克斯坦,冰球女子冰球,2002
1040,Urs Aeberhard,30.0,瑞士,雪车男子四人座,2002
1044,David Aebischer,24.0,瑞士,冰球男子冰球,2002
1044,David Aebischer,28.0,瑞士,冰球男子冰球,2006
1045,Christian Aebli,27.0,瑞士,雪车男子四人座,2006
1053,Luca Aerni,20.0,瑞士,高山滑雪男子回转,2014
1055,Katrien Aerts,37.0,比利时,自由式滑雪女子U型场地技巧,2014
1062,Jean-Jacques Aeschlimann,34.0,瑞士,冰球男子冰球,2002
1063,Peter Aeschlimann,25.0,瑞士,冰球男子冰球,1972
1077,Xavier Affentranger,26.0,瑞士,跳台滑雪男子个人标准台,1924
1077,Xavier Affentranger,26.0,瑞士,越野滑雪男子18公里,1924
1077,Xavier Affentranger,26.0,瑞士,北欧两项男子个人,1924
1081,Alessia Afi Dipol,18.0,多哥,高山滑雪女子大回转,2014
1081,Alessia Afi Dipol,18.0,多哥,高山滑雪女子回转,2014
1085,Maksim Sergeyevich Afinogenov,22.0,俄罗斯,冰球男子冰球,2002
1085,Maksim Sergeyevich Afinogenov,26.0,俄罗斯,冰球男子冰球,2006
1085,Maksim Sergeyevich Afinogenov,30.0,俄罗斯,冰球男子冰球,2010
1106,Karim El-Husseini Aga Khan,27.0,伊朗,高山滑雪男子滑降,1964
1106,Karim El-Husseini Aga Khan,27.0,伊朗,高山滑雪男子大回转,1964
1106,Karim El-Husseini Aga Khan,27.0,伊朗,高山滑雪男子回转,1964
1111,Alisa Agafonova,23.0,土耳其,花样滑冰混合冰上舞蹈,2014
1115,Marina Aganina,20.0,乌兹别克斯坦,花样滑冰混合双人,2006
1119,Mark Sidney Andrew Agar,27.0,英国,雪车男子二人座,1976
1119,Mark Sidney Andrew Agar,27.0,英国,雪车男子四人座,1976
1127,Giancarlo Agazzi,23.0,意大利,冰球男子冰球,1956
1127,Giancarlo Agazzi,31.0,意大利,冰球男子冰球,1964
1138,Iwao Ageishi,24.0,日本,越野滑雪男子50公里,1932
1150,Sven Ingvar Agge,34.0,瑞典,冬季两项男子20公里,1960
1171,Benjamin Agnel,20.0,法国,冰球男子冰球,1994
1172,Marysette Agnel,25.0,法国,高山滑雪女子降滑,1952
1172,Marysette Agnel,25.0,法国,高山滑雪女子大回转,1952
1172,Marysette Agnel,25.0,法国,高山滑雪女子回转,1952
1172,Marysette Agnel,29.0,法国,高山滑雪女子降滑,1956
1172,Marysette Agnel,29.0,法国,高山滑雪女子大回转,1956
1172,Marysette Agnel,29.0,法国,高山滑雪女子回转,1956
1181,Meghan Christina Agosta (-Marciano),18.0,加拿大,冰球女子冰球,2006
1181,Meghan Christina Agosta (-Marciano),23.0,加拿大,冰球女子冰球,2010
1181,Meghan Christina Agosta (-Marciano),26.0,加拿大,冰球女子冰球,2014
1188,"Benjamin Alexandro ""Ben"" Agosto",24.0,美国,花样滑冰混合冰上舞蹈,2006
1188,"Benjamin Alexandro ""Ben"" Agosto",28.0,美国,花样滑冰混合冰上舞蹈,2010
1193,Hernn Marcelo Agote,26.0,阿根廷,雪车男子二人座,1964
1193,Hernn Marcelo Agote,26.0,阿根廷,雪车男子四人座,1964
1200,Debora Agreiter,22.0,意大利,越野滑雪女子30公里,2014
1200,Debora Agreiter,22.0,意大利,越野滑雪女子15公里装追逐,2014
1267,Errol Aguilera,23.0,特立尼达,雪车男子二人座,2002
1280,Facundo Aguirre,20.0,阿根廷,高山滑雪男子大回转,2006
1291,Mason Singer Aguirre,18.0,美国,单板滑雪男子U型场地技巧,2006
1322,Kevin Joseph Ahearn,23.0,美国,冰球男子冰球,1972
1325,"Patrick Lee ""Pat"" Ahern",23.0,美国,北欧两项男子个人,1984
1336,Mats Bertil hlberg,24.0,瑞典,冰球男子冰球,1972
1336,Mats Bertil hlberg,32.0,瑞典,冰球男子冰球,1980
1340,Annica Gunilla hln,23.0,瑞典,冰球女子冰球,1998
1340,Annica Gunilla hln,27.0,瑞典,冰球女子冰球,2002
1341,Johan Petter hln (Andersson-),44.0,瑞典,冰壶男子冰壶,1924
1342,Thomas Valter hln,24.0,瑞典,冰球男子冰球,1984
1358,Kerstin Lucia Ahlqvist (-Winnberg),24.0,瑞典,高山滑雪女子大回转,1952
1358,Kerstin Lucia Ahlqvist (-Winnberg),24.0,瑞典,高山滑雪女子回转,1952
1422,Ahn Jin-Soo,18.0,韩国,越野滑雪男子10公里,1992
1422,Ahn Jin-Soo,18.0,韩国,越野滑雪男子30公里,1992
1422,Ahn Jin-Soo,18.0,韩国,越野滑雪男子10/15公里追逐赛,1992
1422,Ahn Jin-Soo,18.0,韩国,越野滑雪男子4×10公里接力赛,1992
1422,Ahn Jin-Soo,20.0,韩国,越野滑雪男子10公里,1994
1422,Ahn Jin-Soo,20.0,韩国,越野滑雪男子30公里,1994
1422,Ahn Jin-Soo,20.0,韩国,越野滑雪男子10/15公里追逐赛,1994
1422,Ahn Jin-Soo,24.0,韩国,越野滑雪男子10公里,1998
1422,Ahn Jin-Soo,24.0,韩国,越野滑雪男子30公里,1998
1422,Ahn Jin-Soo,24.0,韩国,越野滑雪男子10/15公里追逐赛,1998
1422,Ahn Jin-Soo,24.0,韩国,越野滑雪男子4×10公里接力赛,1998
1423,Manfred Ahne,22.0,德国,冰球男子冰球,1984
1432,Seppo Johannes Ahokainen,24.0,芬兰,冰球男子冰球,1976
1435,Janne Petteri Ahonen,16.0,芬兰,跳台滑雪男子个人标准台,1994
1435,Janne Petteri Ahonen,16.0,芬兰,跳台滑雪男子个人大跳台,1994
1435,Janne Petteri Ahonen,16.0,芬兰,跳台滑雪男子团体大跳台,1994
1435,Janne Petteri Ahonen,20.0,芬兰,跳台滑雪男子个人标准台,1998
1435,Janne Petteri Ahonen,20.0,芬兰,跳台滑雪男子个人大跳台,1998
1435,Janne Petteri Ahonen,20.0,芬兰,跳台滑雪男子团体大跳台,1998
1435,Janne Petteri Ahonen,24.0,芬兰,跳台滑雪男子个人标准台,2002
1435,Janne Petteri Ahonen,24.0,芬兰,跳台滑雪男子个人大跳台,2002
1435,Janne Petteri Ahonen,24.0,芬兰,跳台滑雪男子团体大跳台,2002
1435,Janne Petteri Ahonen,28.0,芬兰,跳台滑雪男子个人标准台,2006
1435,Janne Petteri Ahonen,28.0,芬兰,跳台滑雪男子个人大跳台,2006
1435,Janne Petteri Ahonen,28.0,芬兰,跳台滑雪男子团体大跳台,2006
1435,Janne Petteri Ahonen,32.0,芬兰,跳台滑雪男子个人标准台,2010
1435,Janne Petteri Ahonen,32.0,芬兰,跳台滑雪男子个人大跳台,2010
1435,Janne Petteri Ahonen,36.0,芬兰,跳台滑雪男子个人标准台,2014
1435,Janne Petteri Ahonen,36.0,芬兰,跳台滑雪男子个人大跳台,2014
1435,Janne Petteri Ahonen,36.0,芬兰,跳台滑雪男子团体大跳台,2014
1437,"Pirjo Hannele Ahonen (Nieminen-, Blomqvist-)",31.0,芬兰,冰球女子冰球,2002
1450,Gunnar Johan hs,36.0,瑞典,雪车男子四人座,1952
1450,Gunnar Johan hs,40.0,瑞典,雪车男子四人座,1956
1455,Neha Ahuja,24.0,印度,高山滑雪女子大回转,2006
1455,Neha Ahuja,24.0,印度,高山滑雪女子回转,2006
1469,Hans Aichele,24.0,瑞士,雪车男子四人座,1936
1486,Kerstin Monika ij (-Lenndin),24.0,瑞典,高山滑雪女子大回转,1988
1486,Kerstin Monika ij (-Lenndin),24.0,瑞典,高山滑雪女子回转,1988
1495,Richard Aimonetto,25.0,法国,冰球男子冰球,1998
1495,Richard Aimonetto,29.0,法国,冰球男子冰球,2002
1496,Giacomo Aimoni,24.0,意大利,跳台滑雪男子个人标准台,1964
1496,Giacomo Aimoni,24.0,意大利,跳台滑雪男子个人大跳台,1964
1496,Giacomo Aimoni,28.0,意大利,跳台滑雪男子个人标准台,1968
1496,Giacomo Aimoni,28.0,意大利,跳台滑雪男子个人大跳台,1968
1501,Sarah Catherine Ainsworth,24.0,英国,自由式滑雪女子空中技巧,2010
1508,Enrico Airoldi,24.0,意大利,雪车男子四人座,1948
1509,Remo Airoldi,26.0,意大利,雪车男子四人座,1948
1524,Ahmed Ait Moulay,19.0,摩洛哥,高山滑雪男子大回转,1984
1524,Ahmed Ait Moulay,19.0,摩洛哥,高山滑雪男子回转,1984
1524,Ahmed Ait Moulay,23.0,摩洛哥,高山滑雪男子大回转,1988
1524,Ahmed Ait Moulay,23.0,摩洛哥,高山滑雪男子回转,1988
1528,Brahim Ait Sibrahim,17.0,摩洛哥,高山滑雪男子大回转,1984
1528,Brahim Ait Sibrahim,17.0,摩洛哥,高山滑雪男子回转,1984
1528,Brahim Ait Sibrahim,25.0,摩洛哥,高山滑雪男子超级大回转,1992
1528,Brahim Ait Sibrahim,25.0,摩洛哥,高山滑雪男子大回转,1992
